,0,18.14856,33.484,1514.493,24.07605,
,.5,18.14935,33.48509,1514.5,24.07664,
,1,18.13688,33.48564,1514.473,24.08008,
,1.5,18.13784,33.48763,1514.487,24.08142,
,2,18.13451,33.48302,1514.48,24.07866,
,2.5,18.11954,33.47749,1514.438,24.07816,
,3,18.07893,33.47417,1514.323,24.08554,
,3.5,18.02574,33.47607,1514.178,24.10002,
,4,18.03213,33.4785,1514.208,24.10028,
,4.5,17.99328,33.4793,1514.103,24.11039,
,5,17.92474,33.477,1513.908,24.12524,
,5.5,17.78827,33.48656,1513.525,24.16578,
,6,17.48391,33.45095,1512.592,24.21179,
,6.5,16.33356,33.38018,1509.044,24.42683,
,7,15.07073,33.35258,1505.085,24.68739,
,7.5,14.22139,33.39947,1502.428,24.90495,
,8,13.96246,33.41188,1501.61,24.9685,
,8.5,13.80463,33.41858,1501.11,25.00619,
,9,13.68341,33.42196,1500.726,25.0337,
,9.5,13.55982,33.42675,1500.333,25.06259,
,10,13.46784,33.43592,1500.049,25.08827,
,10.5,13.4054,33.44059,1499.856,25.10454,
,11,13.35684,33.44649,1499.712,25.11891,
,11.5,13.3304,33.44817,1499.634,25.12556,
,12,13.30724,33.44609,1499.563,25.12855,
,12.5,13.28012,33.44658,1499.482,25.13431,
,13,13.25654,33.44607,1499.411,25.13874,
,13.5,13.23607,33.44558,1499.351,25.14249,
,14,13.21438,33.44755,1499.29,25.14834,
,14.5,13.19083,33.45031,1499.224,25.15516,
,15,13.1555,33.45245,1499.117,25.16392,
,15.5,13.10972,33.45332,1498.974,25.17364,
,16,13.05336,33.45037,1498.791,25.1826,
,16.5,12.99288,33.44212,1498.587,25.18815,
,17,12.92164,33.4317,1498.345,25.19415,
,17.5,12.80779,33.42324,1497.961,25.20999,
,18,12.66442,33.41983,1497.483,25.2353,
,18.5,12.52355,33.42029,1497.017,25.26302,
,19,12.38137,33.42295,1496.547,25.29243,
,19.5,12.24325,33.42767,1496.091,25.32251,
,20,12.12,33.4342,1495.686,25.35097,
,20.5,11.99669,33.44163,1495.282,25.38002,
,21,11.88326,33.44882,1494.909,25.40685,
,21.5,11.79363,33.45399,1494.616,25.42755,
,22,11.72205,33.45763,1494.382,25.44379,
,22.5,11.65989,33.46241,1494.181,25.45901,
,23,11.60195,33.46815,1493.996,25.47409,
,23.5,11.55296,33.47418,1493.842,25.4878,
,24,11.5158,33.47852,1493.727,25.498,
,24.5,11.48813,33.48039,1493.641,25.5045,
,25,11.46443,33.48096,1493.568,25.50928,
,25.5,11.43762,33.48174,1493.484,25.51481,
,26,11.40271,33.484,1493.373,25.52291,
,26.5,11.37081,33.48696,1493.274,25.53105,
,27,11.33997,33.48994,1493.179,25.53899,
,27.5,11.29883,33.49323,1493.048,25.54904,
,28,11.24379,33.49765,1492.869,25.56242,
,28.5,11.1884,33.50294,1492.69,25.57653,
,29,11.13842,33.50819,1492.53,25.58962,
,29.5,11.09829,33.51286,1492.403,25.60043,
,30,11.06546,33.51703,1492.302,25.60952,
,30.5,11.03846,33.52076,1492.22,25.61728,
,31,11.00675,33.52468,1492.121,25.62598,
,31.5,10.97226,33.52923,1492.014,25.63569,
,32,10.93672,33.53453,1491.904,25.64618,
,32.5,10.90682,33.54023,1491.814,25.65594,
,33,10.88428,33.54526,1491.748,25.66388,
,33.5,10.86609,33.54976,1491.698,25.67059,
,34,10.85113,33.55331,1491.658,25.67598,
,34.5,10.83837,33.55559,1491.624,25.68004,
,35,10.82649,33.5579,1491.594,25.6839,
,35.5,10.81199,33.56126,1491.554,25.68908,
,36,10.79858,33.56503,1491.52,25.69442,
,36.5,10.78691,33.56849,1491.491,25.69915,
,37,10.77679,33.57139,1491.467,25.70312,
,37.5,10.76824,33.57314,1491.448,25.70598,
,38,10.75882,33.57456,1491.424,25.70877,
,38.5,10.74859,33.57607,1491.398,25.71172,
,39,10.73476,33.57871,1491.361,25.71617,
,39.5,10.71406,33.58325,1491.301,25.72336,
,40,10.69125,33.58799,1491.235,25.73107,
,40.5,10.6627,33.58951,1491.143,25.73726,
,41,10.63144,33.59198,1491.044,25.74466,
,41.5,10.5993,33.59531,1490.942,25.7529,
,42,10.57539,33.59661,1490.867,25.75807,
,42.5,10.5583,33.59647,1490.814,25.76095,
,43,10.54349,33.59784,1490.772,25.76459,
,43.5,10.53437,33.59728,1490.747,25.76571,
,44,10.52841,33.59605,1490.732,25.76575,
,44.5,10.52335,33.59709,1490.724,25.76749,
,45,10.51727,33.59956,1490.714,25.77043,
,45.5,10.51329,33.60021,1490.709,25.77171,
