,0,20.64835,33.48315,1521.569,23.43524,
,.5,20.64835,33.48315,1521.569,23.43524,
,1,20.64837,33.48328,1521.571,23.43534,
,1.5,20.64713,33.48382,1521.576,23.43605,
,2,20.64274,33.48447,1521.573,23.43773,
,2.5,20.63501,33.48502,1521.561,23.44019,
,3,20.61891,33.48459,1521.525,23.44418,
,3.5,20.59593,33.48387,1521.47,23.44974,
,4,20.56803,33.48343,1521.401,23.45684,
,4.5,20.53055,33.48345,1521.307,23.46681,
,5,20.48742,33.48375,1521.197,23.47848,
,5.5,20.43566,33.48429,1521.064,23.49259,
,6,20.37203,33.48515,1520.898,23.51007,
,6.5,20.3084,33.48602,1520.733,23.52756,
,7,20.22647,33.48734,1520.516,23.55011,
,7.5,20.12013,33.48924,1520.231,23.57942,
,8,20.0138,33.49115,1519.946,23.60872,
,8.5,19.90747,33.49306,1519.661,23.63803,
,9,19.7372,33.49837,1519.197,23.68599,
,9.5,19.55755,33.50419,1518.706,23.73669,
,10,19.3779,33.51001,1518.216,23.78738,
,10.5,19.19745,33.51586,1517.723,23.83829,
,11,18.92329,33.52545,1516.952,23.91409,
,11.5,18.64914,33.53503,1516.181,23.9899,
,12,18.37498,33.54462,1515.41,24.0657,
,12.5,18.10102,33.55394,1514.638,24.14115,
,13,17.83162,33.55742,1513.851,24.20855,
,13.5,17.56222,33.56089,1513.064,24.27595,
,14,17.29282,33.56437,1512.276,24.34335,
,14.5,17.02342,33.56784,1511.489,24.41075,
,15,16.83194,33.55993,1510.906,24.44907,
,15.5,16.6405,33.55201,1510.324,24.48739,
,16,16.44905,33.54409,1509.741,24.5257,
,16.5,16.2576,33.53618,1509.159,24.56402,
,17,16.10249,33.52487,1508.674,24.59037,
,17.5,15.9478,33.51353,1508.19,24.61659,
,18,15.7931,33.50218,1507.707,24.64281,
,18.5,15.63795,33.49089,1507.221,24.66915,
,19,15.44682,33.48376,1506.619,24.70557,
,19.5,15.25569,33.47662,1506.017,24.74199,
,20,15.06456,33.46949,1505.414,24.77841,
,20.5,14.87391,33.46242,1504.813,24.81476,
,21,14.71132,33.45881,1504.295,24.84655,
