,0,21.15595,33.47969,1522.935,23.2962,
,.5,21.15513,33.47902,1522.933,23.29589,
,1,21.1525,33.47696,1522.931,23.29504,
,1.5,21.15001,33.47681,1522.933,23.29554,
,2,21.14564,33.4763,1522.93,23.29642,
,2.5,21.14023,33.47719,1522.924,23.29853,
,3,21.13552,33.4796,1522.923,23.3016,
,3.5,21.13327,33.48065,1522.926,23.30306,
,4,21.12904,33.48213,1522.925,23.30527,
,4.5,21.11919,33.48438,1522.909,23.3097,
,5,21.11293,33.48625,1522.902,23.31282,
,5.5,21.0999,33.48845,1522.878,23.31798,
,6,21.05247,33.49112,1522.761,23.33285,
,6.5,20.97806,33.48787,1522.565,23.35041,
,7,20.77501,33.48415,1522.017,23.40215,
,7.5,20.64476,33.4734,1521.658,23.42873,
,8,20.43121,33.46032,1521.067,23.47552,
,8.5,20.27054,33.45505,1520.627,23.51397,
,9,19.94878,33.45022,1519.737,23.59454,
,9.5,19.673,33.44796,1518.973,23.66446,
,10,19.46942,33.41707,1518.373,23.6934,
,10.5,19.20908,33.40547,1517.632,23.75101,
,11,18.73869,33.41692,1516.308,23.87843,
,11.5,18.44725,33.43407,1515.494,23.96407,
,12,18.24784,33.43029,1514.918,24.01045,
,12.5,18.037,33.42833,1514.308,24.06076,
,13,17.8134,33.43882,1513.67,24.12309,
,13.5,17.54166,33.45579,1512.894,24.2016,
,14,17.21821,33.43753,1511.917,24.26472,
,14.5,17.00154,33.40868,1511.241,24.29374,
,15,16.75254,33.39088,1510.476,24.33827,
,15.5,16.49635,33.38441,1509.698,24.39263,
,16,16.2892,33.3838,1509.072,24.43974,
,16.5,16.01463,33.39063,1508.241,24.50735,
,17,15.54356,33.4111,1506.809,24.62872,
,17.5,15.14206,33.40836,1505.551,24.71492,
,18,14.93285,33.39657,1504.882,24.75125,
,18.5,14.75691,33.3887,1504.321,24.78308,
,19,14.56484,33.3882,1503.713,24.82376,
,19.5,14.29152,33.38253,1502.835,24.87719,
,20,14.07167,33.36799,1502.113,24.91189,
,20.5,13.78198,33.38136,1501.192,24.98203,
,21,13.52277,33.42052,1500.395,25.06521,
,21.5,13.38664,33.44157,1499.978,25.10903,
,22,13.30708,33.44785,1499.731,25.13,
,22.5,13.25519,33.45041,1499.57,25.14234,
,23,13.19138,33.45358,1499.37,25.15753,
,23.5,13.12417,33.45995,1499.162,25.17589,
,24,13.06077,33.46804,1498.969,25.19478,
,24.5,12.98862,33.47742,1498.747,25.21634,
,25,12.87982,33.47614,1498.39,25.23685,
,25.5,12.8089,33.47297,1498.157,25.24832,
,26,12.74775,33.47065,1497.957,25.2585,
,26.5,12.69683,33.46905,1497.792,25.26718,
,27,12.65929,33.46616,1497.671,25.27223,
,27.5,12.60622,33.46619,1497.5,25.28257,
,28,12.52805,33.47237,1497.252,25.30256,
,28.5,12.46717,33.47527,1497.058,25.31653,
,29,12.4236,33.47396,1496.917,25.32396,
,29.5,12.36046,33.47358,1496.711,25.3358,
,30,12.27706,33.47701,1496.44,25.35435,
,30.5,12.21237,33.48206,1496.233,25.37054,
,31,12.14561,33.48832,1496.021,25.38811,
,31.5,12.07318,33.49672,1495.793,25.40836,
,32,12.00637,33.49623,1495.572,25.42059,
,32.5,11.96046,33.49173,1495.417,25.42574,
,33,11.92089,33.48738,1495.284,25.42977,
,33.5,11.88129,33.48531,1495.154,25.43558,
,34,11.81343,33.48995,1494.934,25.45189,
,34.5,11.70677,33.49551,1494.582,25.47601,
,35,11.61552,33.50061,1494.281,25.49689,
,35.5,11.54015,33.50221,1494.03,25.51193,
,36,11.46302,33.5116,1493.782,25.53346,
,36.5,11.42056,33.51847,1493.651,25.54652,
,37,11.39562,33.52274,1493.578,25.55441,
,37.5,11.37298,33.52704,1493.512,25.56192,
,38,11.35541,33.53064,1493.464,25.56782,
,38.5,11.3424,33.53141,1493.428,25.57075,
,39,11.31517,33.53259,1493.343,25.57666,
,39.5,11.29086,33.53366,1493.267,25.58194,
,40,11.27278,33.5355,1493.215,25.58665,
,40.5,11.25298,33.5389,1493.159,25.59282,
,41,11.23629,33.54136,1493.111,25.59778,
,41.5,11.22671,33.54152,1493.086,25.59962,
,42,11.2197,33.53998,1493.068,25.59972,
,42.5,11.20883,33.54052,1493.039,25.60203,
,43,11.17719,33.54225,1492.939,25.60921,
,43.5,11.1499,33.54432,1492.854,25.61565,
,44,11.12143,33.5466,1492.766,25.62248,
,44.5,11.08574,33.54964,1492.652,25.6313,
,45,11.05967,33.5508,1492.571,25.63689,
,45.5,11.02646,33.55337,1492.465,25.64477,
,46,10.97491,33.56044,1492.301,25.65953,
,46.5,10.93572,33.56578,1492.178,25.67067,
,47,10.89555,33.57036,1492.051,25.68138,
