,0,21.14175,33.4952,1522.915,23.31177,
,.5,21.14175,33.4952,1522.915,23.31177,
,1,21.08757,33.49912,1522.781,23.32944,
,1.5,21.01663,33.50222,1522.601,23.35097,
,2,20.90346,33.50683,1522.308,23.38496,
,2.5,20.75025,33.51286,1521.906,23.43058,
,3,20.58233,33.51959,1521.464,23.48057,
,3.5,20.37332,33.52848,1520.906,23.54254,
,4,20.15894,33.53765,1520.333,23.60608,
,4.5,19.91955,33.54776,1519.687,23.67632,
,5,19.63366,33.55962,1518.904,23.75902,
,5.5,19.34777,33.57149,1518.121,23.84171,
,6,19.04984,33.58312,1517.3,23.92683,
,6.5,18.67303,33.59325,1516.227,24.02791,
,7,18.29622,33.60339,1515.153,24.12898,
,7.5,17.91941,33.61352,1514.08,24.23005,
,8,17.5795,33.61687,1513.093,24.31532,
,8.5,17.28468,33.61192,1512.211,24.38127,
,9,16.98986,33.60698,1511.329,24.44722,
,9.5,16.69505,33.60204,1510.448,24.51317,
,10,16.46338,33.59302,1509.743,24.56023,
,10.5,16.28452,33.58059,1509.188,24.59149,
,11,16.10567,33.56815,1508.632,24.62275,
,11.5,15.92681,33.55572,1508.076,24.65401,
,12,15.74265,33.54059,1507.494,24.68365,
,12.5,15.55472,33.52355,1506.894,24.71215,
,13,15.3668,33.5065,1506.293,24.74064,
,13.5,15.17887,33.48946,1505.693,24.76914,
,14,15.00054,33.47841,1505.123,24.79941,
,14.5,14.82858,33.47135,1504.574,24.83087,
,15,14.65662,33.46429,1504.025,24.86234,
,15.5,14.48466,33.45724,1503.476,24.8938,
,16,14.3218,33.45217,1502.954,24.92426,
,16.5,14.1649,33.44841,1502.448,24.95409,
,17,14.008,33.44465,1501.943,24.98391,
,17.5,13.85111,33.4409,1501.437,25.01373,
,18,13.714,33.43785,1500.994,25.03959,
,18.5,13.59195,33.43536,1500.596,25.06243,
,19,13.46989,33.43287,1500.199,25.08527,
,19.5,13.34783,33.43037,1499.802,25.10812,
,20,13.24167,33.42847,1499.457,25.128,
,20.5,13.15032,33.42711,1499.16,25.14513,
,21,13.05897,33.42576,1498.862,25.16226,
,21.5,12.96762,33.4244,1498.565,25.17939,
,22,12.87638,33.42471,1498.268,25.19759,
,22.5,12.78523,33.42638,1497.972,25.21669,
,23,12.69408,33.42806,1497.675,25.23578,
,23.5,12.60293,33.42973,1497.379,25.25488,
,24,12.51144,33.43308,1497.082,25.27516,
,24.5,12.41972,33.43756,1496.785,25.29624,
,25,12.32801,33.44203,1496.487,25.31732,
,25.5,12.23629,33.44651,1496.19,25.3384,
,26,12.16013,33.45078,1495.943,25.35619,
,26.5,12.09264,33.45494,1495.726,25.37215,
,27,12.02516,33.4591,1495.508,25.38811,
,27.5,11.95768,33.46326,1495.29,25.40407,
,28,11.90893,33.46527,1495.134,25.41478,
,28.5,11.86755,33.46642,1495.001,25.42342,
,29,11.82616,33.46758,1494.868,25.43206,
,29.5,11.78478,33.46873,1494.736,25.44071,
,30,11.75193,33.47034,1494.633,25.44806,
,30.5,11.72114,33.47204,1494.537,25.45509,
,31,11.69035,33.47375,1494.441,25.46213,
,31.5,11.65956,33.47545,1494.345,25.46916,
,32,11.62562,33.479,1494.24,25.47817,
,32.5,11.59147,33.48267,1494.135,25.48731,
,33,11.55733,33.48634,1494.029,25.49645,
,33.5,11.52354,33.49004,1493.925,25.50554,
,34,11.49187,33.4939,1493.828,25.51434,
,34.5,11.4602,33.49777,1493.731,25.52314,
,35,11.42853,33.50164,1493.634,25.53194,
,35.5,11.40341,33.50502,1493.559,25.53917,
,36,11.38939,33.50758,1493.521,25.54372,
,36.5,11.37537,33.51014,1493.484,25.54827,
,37,11.36134,33.51271,1493.446,25.55282,
,37.5,11.34949,33.51477,1493.416,25.55659,
,38,11.33915,33.51648,1493.39,25.55981,
,38.5,11.32881,33.51818,1493.365,25.56303,
,39,11.31847,33.51989,1493.339,25.56625,
,39.5,11.30481,33.52238,1493.303,25.57066,
,40,11.29053,33.52501,1493.264,25.5753,
,40.5,11.27624,33.52764,1493.226,25.57993,
,41,11.26117,33.53045,1493.185,25.58485,
,41.5,11.24249,33.53411,1493.132,25.59106,
,42,11.22382,33.53777,1493.08,25.59727,
,42.5,11.20514,33.54142,1493.027,25.60347,
,43,11.18457,33.54481,1492.968,25.60981,
,43.5,11.1625,33.54799,1492.903,25.61625,
,44,11.14043,33.55117,1492.838,25.62268,
,44.5,11.11837,33.55435,1492.772,25.62912,
,45,11.09651,33.55751,1492.708,25.63549,
,45.5,11.07466,33.56067,1492.643,25.64186,
,46,11.05281,33.56382,1492.578,25.64823,
,46.5,11.0285,33.56714,1492.505,25.65517,
,47,11.0012,33.57066,1492.422,25.66282,
,47.5,10.9739,33.57418,1492.339,25.67047,
,48,10.94659,33.57771,1492.255,25.67811,
,48.5,10.91544,33.58043,1492.158,25.68573,
,49,10.88396,33.5831,1492.058,25.69334,
,49.5,10.85247,33.58576,1491.959,25.70095,
,50,10.82738,33.58775,1491.881,25.70693,
,50.5,10.81212,33.58873,1491.837,25.71039,
,51,10.79686,33.5897,1491.792,25.71384,
,51.5,10.78161,33.59067,1491.748,25.7173,
,52,10.77095,33.59055,1491.718,25.71908,
,52.5,10.76081,33.5903,1491.69,25.72067,
,53,10.75068,33.59005,1491.662,25.72227,
,53.5,10.73975,33.59043,1491.632,25.72449,
,54,10.72786,33.59158,1491.6,25.72746,
,54.5,10.71597,33.59274,1491.568,25.73044,
,55,10.70406,33.59389,1491.536,25.73343,
,55.5,10.68721,33.59649,1491.488,25.73842,
,56,10.67036,33.59908,1491.439,25.74342,
,56.5,10.65351,33.60167,1491.391,25.74841,
,57,10.63756,33.60399,1491.346,25.75302,
,57.5,10.62232,33.6061,1491.302,25.75732,
,58,10.60707,33.60821,1491.259,25.76161,
,58.5,10.59249,33.6103,1491.218,25.76578,
,59,10.58265,33.61221,1491.194,25.769,
,59.5,10.5728,33.61411,1491.169,25.77222,
,60,10.56296,33.61602,1491.145,25.77545,
,60.5,10.5509,33.61789,1491.113,25.77898,
,61,10.53794,33.61974,1491.077,25.78265,
,61.5,10.52499,33.62158,1491.041,25.78631,
,62,10.51249,33.6237,1491.008,25.79011,
,62.5,10.50097,33.62642,1490.979,25.7942,
,63,10.48945,33.62913,1490.95,25.7983,
,63.5,10.47793,33.63184,1490.92,25.8024,
,64,10.46687,33.63427,1490.892,25.80622,
,64.5,10.45584,33.63668,1490.864,25.81003,
,65,10.44481,33.6391,1490.836,25.81384,
,65.5,10.4335,33.64119,1490.806,25.81744,
,66,10.422,33.64308,1490.776,25.8209,
,66.5,10.41051,33.64497,1490.745,25.82436,
,67,10.39937,33.64687,1490.716,25.82778,
,67.5,10.38908,33.64879,1490.69,25.83107,
,68,10.37879,33.65072,1490.664,25.83437,
,68.5,10.36849,33.65264,1490.638,25.83767,
,69,10.35468,33.65488,1490.599,25.84175,
,69.5,10.34061,33.65714,1490.56,25.84588,
,70,10.32654,33.65939,1490.521,25.85002,
,70.5,10.31194,33.66148,1490.48,25.85413,
,71,10.29683,33.66341,1490.437,25.85822,
,71.5,10.28172,33.66534,1490.393,25.8623,
,72,10.26703,33.66718,1490.351,25.86625,
,72.5,10.25499,33.6684,1490.318,25.8693,
,73,10.24296,33.66962,1490.285,25.87235,
,73.5,10.23092,33.67085,1490.251,25.8754,
,74,10.21766,33.67189,1490.214,25.87846,
,74.5,10.20411,33.67289,1490.175,25.88154,
,75,10.19056,33.67388,1490.136,25.88461,
,75.5,10.17552,33.67498,1490.091,25.88803,
,76,10.15924,33.67615,1490.042,25.89175,
,76.5,10.14296,33.67732,1489.993,25.89546,
,77,10.12714,33.67863,1489.946,25.89919,
,77.5,10.1121,33.68018,1489.902,25.90292,
,78,10.09706,33.68174,1489.858,25.90665,
,78.5,10.07987,33.68316,1489.807,25.91065,
,79,10.05367,33.68401,1489.722,25.91574,
,79.5,10.02746,33.68486,1489.637,25.92084,
,80,10.0015,33.68568,1489.553,25.92587,
,80.5,9.983005,33.68556,1489.495,25.92888,
,81,9.964509,33.68545,1489.436,25.9319,
,81.5,9.946014,33.68534,1489.378,25.93491,
,82,9.936692,33.68471,1489.352,25.93597,
,82.5,9.92875,33.68401,1489.33,25.93674,
,83,9.920807,33.68331,1489.309,25.93751,
,83.5,9.912733,33.68268,1489.288,25.93836,
,84,9.904604,33.68208,1489.266,25.93924,
,84.5,9.896474,33.68148,1489.244,25.94011,
,85,9.889107,33.68142,1489.225,25.94131,
,85.5,9.882485,33.68191,1489.21,25.94282,
,86,9.875863,33.68239,1489.195,25.94432,
,86.5,9.869232,33.68295,1489.18,25.94588,
,87,9.862583,33.68364,1489.165,25.94754,
,87.5,9.855934,33.68433,1489.15,25.9492,
,88,9.848713,33.68518,1489.133,25.95108,
,88.5,9.838973,33.68675,1489.108,25.9539,
,89,9.829233,33.68832,1489.083,25.95672,
,89.5,9.819347,33.68989,1489.058,25.95955,
,90,9.803271,33.69116,1489.01,25.96323,
,90.5,9.787195,33.69242,1488.961,25.96691,
,91,9.771119,33.6937,1488.913,25.97058,
