,0,21.32181,33.5064,1523.409,23.27142,4.595873E-03,0,
,.5,21.34411,33.49385,1523.457,23.25584,4.610781E-03,2.314143E-03,
,1,21.34988,33.48516,1523.471,23.24762,4.618847E-03,4.637806E-03,
,1.5,21.33583,33.4821,1523.439,23.24913,4.617553E-03,6.962089E-03,
,2,21.31023,33.47809,1523.374,23.25306,4.613976E-03,9.28511E-03,
,2.5,21.26619,33.47227,1523.258,23.26064,4.606894E-03,1.160601E-02,
,3,21.16973,33.46554,1522.999,23.28171,4.586992E-03,1.391745E-02,
,3.5,21.02125,33.45804,1522.598,23.31608,4.554347E-03,1.621671E-02,
,4,20.8078,33.44939,1522.017,23.36683,4.506032E-03,1.849912E-02,
,4.5,20.48691,33.43817,1521.136,23.44383,4.432631E-03,2.074842E-02,
,5,20.03875,33.41288,1519.875,23.54216,4.338902E-03,2.294737E-02,
,5.5,19.41582,33.39736,1518.112,23.69063,4.197347E-03,2.509288E-02,
,6,18.51902,33.40563,1515.57,23.92374,3.975052E-03,2.715922E-02,
,6.5,17.61333,33.37987,1512.887,24.12433,3.783916E-03,2.909995E-02,
,7,16.9544,33.35243,1510.909,24.26159,3.653162E-03,3.098333E-02,
,7.5,16.72081,33.33472,1510.191,24.30261,3.614134E-03,3.281521E-02,
,8,16.49791,33.28916,1509.467,24.31908,3.598557E-03,3.462883E-02,
,8.5,16.29274,33.25336,1508.807,24.33875,3.579947E-03,3.643546E-02,
,9,16.13394,33.25122,1508.324,24.3732,3.547294E-03,.0382272,
,9.5,15.98921,33.2522,1507.887,24.40674,3.515454E-03,.040006,
,10,15.8597,33.25654,1507.499,24.43929,3.484495E-03,.0417708,
,10.5,15.69706,33.26405,1507.009,24.48143,3.444504E-03,4.351195E-02,
,11,15.54803,33.26944,1506.558,24.51872,3.40915E-03,.0452377,
,11.5,15.41578,33.27248,1506.156,24.55026,3.379246E-03,4.694692E-02,
,12,15.28617,33.27493,1505.759,24.5806,3.350425E-03,4.864081E-02,
,12.5,15.14733,33.27784,1505.333,24.61321,3.319439E-03,5.032104E-02,
,13,15.01712,33.27732,1504.928,24.64113,3.292923E-03,5.198319E-02,
,13.5,14.87191,33.27695,1504.474,24.6722,3.263476E-03,5.363403E-02,
,14,14.68901,33.27365,1503.894,24.70885,3.22867E-03,.0552686,
,14.5,14.49999,33.27075,1503.293,24.74685,3.192529E-03,.0568847,
,15,14.33806,33.27105,1502.779,24.78126,3.159856E-03,5.848262E-02,
,15.5,14.1931,33.2708,1502.319,24.81151,3.131154E-03,6.006714E-02,
,16,14.08846,33.27127,1501.988,24.83366,3.110213E-03,6.163844E-02,
,16.5,14.00604,33.2699,1501.726,24.84976,3.094989E-03,6.320034E-02,
,17,13.93966,33.26754,1501.516,24.86168,3.083745E-03,6.475578E-02,
,17.5,13.90512,33.26929,1501.413,24.87012,3.075813E-03,6.630619E-02,
,18,13.88455,33.27255,1501.358,24.87687,3.069491E-03,6.785298E-02,
,18.5,13.87162,33.27589,1501.328,24.88213,3.064636E-03,6.939684E-02,
,19,13.8548,33.27942,1501.286,24.88836,3.058845E-03,7.093818E-02,
,19.5,13.81979,33.28266,1501.183,24.89809,3.049714E-03,7.247575E-02,
,20,13.76822,33.28461,1501.025,24.91017,3.038373E-03,7.400826E-02,
,20.5,13.72009,33.28488,1500.876,24.92018,3.028925E-03,.0755361,
,21,13.6551,33.28498,1500.671,24.93349,3.016334E-03,7.705718E-02,
,21.5,13.57525,33.28585,1500.417,24.95045,3.000273E-03,.0785712,
,22,13.47845,33.2888,1500.11,24.97234,2.979537E-03,8.007624E-02,
,22.5,13.37041,33.2914,1499.764,24.99612,2.956991E-03,8.157074E-02,
,23,13.26066,33.29327,1499.411,25.01962,2.934717E-03,8.305344E-02,
,23.5,13.1536,33.29646,1499.067,25.04352,2.912045E-03,8.452635E-02,
,24,13.04918,33.29929,1498.73,25.06648,2.890271E-03,8.598597E-02,
,24.5,12.96302,33.30429,1498.457,25.08736,2.870471E-03,8.743493E-02,
,25,12.88103,33.31021,1498.198,25.10805,2.850866E-03,8.887672E-02,
,25.5,12.78492,33.31629,1497.891,25.1316,2.828614E-03,9.030622E-02,
,26,12.68893,33.32252,1497.583,25.15513,2.806321E-03,9.172389E-02,
,26.5,12.60026,33.32786,1497.299,25.1765,2.786063E-03,9.313175E-02,
,27,12.51798,33.33217,1497.035,25.19579,2.767793E-03,9.453081E-02,
,27.5,12.43005,33.3361,1496.75,25.21579,2.748847E-03,9.591984E-02,
,28,12.31124,33.34282,1496.362,25.2437,2.72237E-03,9.729534E-02,
,28.5,12.19122,33.3495,1495.97,25.27176,2.695714E-03,9.865891E-02,
,29,12.08241,33.35612,1495.615,25.29753,2.671245E-03,.1000108,
,29.5,11.99716,33.36314,1495.339,25.31898,.002651,.1013518,
,30,11.92543,33.36697,1495.106,25.3354,2.635382E-03,.1026809,
,30.5,11.86576,33.37038,1494.913,25.34923,2.622286E-03,.1040048,
,31,11.82011,33.37352,1494.768,25.36022,2.611973E-03,.1053233,
,31.5,11.78632,33.37603,1494.663,25.36847,2.604205E-03,.1066359,
,32,11.74716,33.37988,1494.541,25.37874,2.594545E-03,.1079446,
,32.5,11.69871,33.38564,1494.389,25.39222,2.58189E-03,.1092485,
,33,11.64378,33.393,1494.216,25.40802,2.566922E-03,.1105435,
,33.5,11.58425,33.39894,1494.026,25.42356,2.552208E-03,.1118316,
,34,11.52149,33.40387,1493.823,25.43892,2.537674E-03,.1131149,
,34.5,11.4819,33.40593,1493.696,25.44777,2.529316E-03,.1143896,
,35,11.4475,33.4073,1493.586,25.45516,2.522362E-03,.1156617,
,35.5,11.41835,33.40803,1493.494,25.46108,2.516809E-03,.1169308,
,36,11.38896,33.40966,1493.402,25.4676,2.510782E-03,.1181962,
,36.5,11.36269,33.41217,1493.322,25.47439,2.504432E-03,.1194586,
,37,11.33511,33.41452,1493.237,25.48122,2.498008E-03,.1207177,
,37.5,11.30577,33.41665,1493.146,25.48815,2.491495E-03,.1219742,
,38,11.27533,33.41901,1493.051,25.49556,2.484519E-03,.1232266,
,38.5,11.24658,33.42164,1492.962,25.50283,2.477678E-03,.1244756,
,39,11.21849,33.42434,1492.875,25.51,2.470943E-03,.1257218,
,39.5,11.18975,33.42682,1492.786,25.51711,2.464339E-03,.1269642,
,40,11.16524,33.42935,1492.711,25.52345,2.458395E-03,.1282032,
,40.5,11.14367,33.43173,1492.647,25.52914,2.45306E-03,.1294402,
,41,11.12784,33.43325,1492.602,25.53318,2.449353E-03,.1306742,
,41.5,11.11635,33.43559,1492.573,25.53703,2.445794E-03,.1319066,
,42,11.10433,33.43872,1492.543,25.5416,2.441534E-03,.1331372,
,42.5,11.08283,33.44268,1492.48,25.54859,2.434994E-03,.1343649,
,43,11.05385,33.44736,1492.392,25.55741,2.426696E-03,.1355891,
,43.5,11.02351,33.44968,1492.297,25.56467,2.419871E-03,.1368089,
,44,11.00392,33.45171,1492.239,25.56972,2.41514E-03,.138026,
,44.5,10.98601,33.45374,1492.187,25.57447,2.410722E-03,.1392411,
,45,10.96384,33.456,1492.12,25.58019,2.405444E-03,.140454,
,45.5,10.93637,33.45945,1492.036,25.58779,2.398294E-03,.1416625,
,46,10.91018,33.46259,1491.956,25.59489,2.391612E-03,.1428686,
,46.5,10.88647,33.46513,1491.883,25.60104,2.385822E-03,.1440717,
,47,10.86704,33.46653,1491.825,25.60553,2.381626E-03,.1452718,
,47.5,10.84892,33.46723,1491.77,25.60926,2.378155E-03,.1464703,
,48,10.83121,33.46735,1491.716,25.61247,2.375193E-03,.1476672,
,48.5,10.81284,33.46731,1491.659,25.61566,2.372326E-03,.1488623,
,49,10.79934,33.4672,1491.62,25.618,2.370205E-03,.1500563,
,49.5,10.78636,33.46692,1491.582,25.6201,2.368301E-03,.1512494,
,50,10.77037,33.46752,1491.534,25.62337,2.365288E-03,.152441,
,50.5,10.75083,33.46901,1491.475,25.62794,2.361015E-03,.1536309,
,51,10.72676,33.47058,1491.401,25.63345,2.355856E-03,.1548186,
,51.5,10.7057,33.47255,1491.337,25.63866,2.351038E-03,.1560034,
,52,10.68503,33.47468,1491.274,25.64393,2.346129E-03,.1571861,
,52.5,10.66349,33.47704,1491.209,25.64954,2.340795E-03,.1583665,
,53,10.63836,33.48091,1491.133,25.65694,2.333843E-03,.1595434,
