,0,18.86034,33.5178,1516.6,23.92505,3.972142E-03,0,
,.5,18.86034,33.5178,1516.6,23.92505,3.972142E-03,0,
,1,18.88046,33.50636,1516.648,23.91125,3.98542E-03,4.001101E-03,
,1.5,18.82628,33.48971,1516.482,23.91215,3.984689E-03,6.006967E-03,
,2,18.60051,33.45959,1515.805,23.9454,3.953112E-03,8.003769E-03,
,2.5,18.09147,33.436,1514.303,24.0526,3.851056E-03,9.968614E-03,
,3,17.2733,33.42127,1511.876,24.23882,3.673606E-03,1.186469E-02,
,3.5,16.41227,33.45094,1509.308,24.4621,3.460919E-03,1.366097E-02,
,4,15.17408,33.42255,1505.443,24.71873,3.216549E-03,1.534495E-02,
,4.5,14.70931,33.40311,1503.952,24.80437,3.135118E-03,1.694407E-02,
,5,14.51299,33.34501,1503.263,24.8014,3.138148E-03,1.852296E-02,
,5.5,14.56637,33.34862,1503.448,24.79287,3.14637E-03,.0201047,
,6,14.62942,33.35693,1503.668,24.78586,3.153261E-03,2.169025E-02,
,6.5,14.52583,33.36679,1503.355,24.81556,3.124966E-03,2.327036E-02,
,7,14.51139,33.39116,1503.345,24.83738,3.104321E-03,2.483788E-02,
,7.5,14.6025,33.38046,1503.634,24.80982,3.130865E-03,2.640709E-02,
,8,14.59729,33.36448,1503.606,24.79845,3.141695E-03,2.798567E-02,
,8.5,14.14297,33.3683,1502.153,24.89717,3.047891E-03,2.954314E-02,
,9,13.43806,33.3685,1499.847,25.0413,2.910637E-03,3.103347E-02,
,9.5,13.07699,33.36879,1498.664,25.11471,2.840843E-03,.0324842,
,10,12.96601,33.36138,1498.294,25.13095,2.825519E-03,3.391168E-02,
,10.5,12.89294,33.33858,1498.03,25.12765,2.828734E-03,3.533464E-02,
,11,12.83335,33.33993,1497.84,25.14042,2.816649E-03,3.675457E-02,
,11.5,12.75626,33.34586,1497.597,25.16011,2.798056E-03,3.816732E-02,
,12,12.65248,33.35461,1497.266,25.18709,2.772533E-03,3.957001E-02,
,12.5,12.51927,33.36429,1496.836,25.22038,2.740955E-03,4.095837E-02,
,13,12.39194,33.37327,1496.424,25.25189,2.711073E-03,4.233116E-02,
,13.5,12.32851,33.37876,1496.223,25.26831,2.695545E-03,4.369253E-02,
,14,12.30526,33.38141,1496.156,25.27488,2.689392E-03,4.504798E-02,
,14.5,12.28591,33.38112,1496.098,25.27825,2.686362E-03,4.640105E-02,
,15,12.2643,33.38044,1496.032,25.28184,2.683053E-03,4.775248E-02,
,15.5,12.24289,33.381,1495.968,25.28636,2.678839E-03,4.910206E-02,
,16,12.22232,33.38306,1495.909,25.29186,2.673685E-03,5.044948E-02,
,16.5,12.2023,33.38616,1495.852,25.29814,2.667801E-03,5.179437E-02,
,17,12.18545,33.38902,1495.807,25.3035,2.662876E-03,5.313608E-02,
,17.5,12.16581,33.3919,1495.751,25.30954,2.65724E-03,.0544752,
,18,12.14669,33.39354,1495.696,25.31438,2.652732E-03,5.581182E-02,
,18.5,12.13446,33.39442,1495.664,25.31739,2.649987E-03,5.714666E-02,
,19,12.12121,33.39341,1495.626,25.31916,2.648409E-03,5.848038E-02,
,19.5,12.11024,33.39252,1495.596,25.3205,2.647222E-03,5.981337E-02,
,20,12.09979,33.39257,1495.568,25.32251,2.645466E-03,6.114561E-02,
,20.5,12.0901,33.39337,1495.544,25.32497,2.643266E-03,.0624769,
,21,12.07997,33.39462,1495.519,25.32783,2.640596E-03,6.380706E-02,
,21.5,12.06805,33.39558,1495.488,25.33083,2.637807E-03,6.513576E-02,
,22,12.05865,33.39523,1495.464,25.33237,2.636524E-03,6.646342E-02,
