,0,21.08968,33.49792,1522.79,23.32794,4.542212E-03,0,
,.5,21.08968,33.49792,1522.79,23.32794,4.542212E-03,0,
,1,21.08968,33.49792,1522.79,23.32794,4.542212E-03,0,
,1.5,21.09165,33.49768,1522.799,23.32729,4.542972E-03,6.858391E-03,
,2,21.09392,33.49725,1522.813,23.32629,4.544104E-03,9.145161E-03,
,2.5,21.09189,33.49716,1522.816,23.32683,4.543719E-03,1.143216E-02,
,3,21.08982,33.49747,1522.819,23.32759,4.543165E-03,1.371885E-02,
,3.5,21.08745,33.49706,1522.82,23.32793,4.542971E-03,1.600541E-02,
,4,21.08385,33.49361,1522.815,23.32626,4.544795E-03,.0182922,
,4.5,21.06455,33.48611,1522.763,23.32576,4.545403E-03,2.057983E-02,
,5,21.00026,33.47763,1522.588,23.33664,4.535201E-03,2.286485E-02,
,5.5,20.82199,33.45829,1522.092,23.36986,4.50363E-03,2.514108E-02,
,6,20.49095,33.43768,1521.172,23.44242,4.434547E-03,2.738968E-02,
,6.5,19.98938,33.40936,1519.76,23.55251,4.329555E-03,2.958905E-02,
,7,19.4575,33.37876,1518.242,23.66669,4.220726E-03,3.173921E-02,
,7.5,18.81544,33.33518,1516.374,23.79633,4.097152E-03,3.383914E-02,
,8,17.726,33.28574,1513.147,24.02617,3.877913E-03,.0358519,
,8.5,16.989,33.26059,1510.932,24.18289,3.728544E-03,3.776381E-02,
,9,16.62681,33.2543,1509.837,24.26258,3.652672E-03,3.961994E-02,
,9.5,16.45366,33.25362,1509.317,24.30211,3.615135E-03,4.144807E-02,
,10,16.35378,33.25484,1509.021,24.32601,3.592509E-03,.0432629,
,10.5,16.28468,33.25777,1508.821,24.34408,3.57543E-03,4.506791E-02,
,11,16.23193,33.26608,1508.677,24.36246,3.558087E-03,4.686292E-02,
,11.5,16.17373,33.2776,1508.519,24.38459,3.537043E-03,4.865002E-02,
,12,16.12285,33.28903,1508.384,24.40485,3.518014E-03,5.042469E-02,
,12.5,16.08279,33.2932,1508.274,24.41718,3.506352E-03,5.219214E-02,
,13,16.04384,33.29385,1508.162,24.42653,3.49756E-03,5.395534E-02,
,13.5,16.001,33.29127,1508.035,24.43416,3.490449E-03,5.571424E-02,
,14,15.95,33.28706,1507.881,24.44243,3.48265E-03,5.746926E-02,
,14.5,15.86717,33.28406,1507.629,24.45877,3.467259E-03,5.921898E-02,
,15,15.7001,33.27104,1507.102,24.48614,3.441229E-03,6.095875E-02,
,15.5,15.4185,33.26609,1506.224,24.54472,3.385527E-03,.0626758,
,16,15.23632,33.26778,1505.66,24.58609,3.346205E-03,6.437083E-02,
,16.5,15.07523,33.27198,1505.164,24.62445,3.309844E-03,6.604522E-02,
,17,14.9932,33.27935,1504.921,24.64785,.0032876,6.770496E-02,
,17.5,14.97096,33.28377,1504.864,24.65607,3.279893E-03,6.935798E-02,
,18,14.96103,33.28714,1504.844,24.66088,3.275494E-03,7.100828E-02,
,18.5,14.93435,33.29112,1504.773,24.66973,3.267175E-03,7.265461E-02,
,19,14.90587,33.29304,1504.693,24.67731,3.260113E-03,7.429738E-02,
,19.5,14.88069,33.29424,1504.622,24.68365,3.254162E-03,7.593739E-02,
,20,14.8615,33.29453,1504.57,24.68808,3.250075E-03,7.757446E-02,
,20.5,14.84468,33.29419,1504.524,24.69142,3.247011E-03,7.920949E-02,
,21,14.82727,33.2936,1504.476,24.69469,3.244029E-03,8.084376E-02,
,21.5,14.80309,33.29394,1504.408,24.70014,3.238946E-03,8.247446E-02,
,22,14.77831,33.2943,1504.338,24.70574,3.233724E-03,8.410481E-02,
,22.5,14.74659,33.29433,1504.245,24.71254,3.227402E-03,8.573061E-02,
,23,14.71567,33.29504,1504.155,24.71971,3.220683E-03,8.735371E-02,
