,0,21.27766,33.67736,1523.501,23.41345,4.460665E-03,0,
,.5,21.27766,33.67736,1523.501,23.41345,4.460665E-03,0,
,1,21.27766,33.67736,1523.501,23.41345,4.460665E-03,0,
,1.5,21.27766,33.67736,1523.501,23.41345,4.460665E-03,0,
,2,21.27782,33.67226,1523.502,23.40947,4.464569E-03,8.981011E-03,
,2.5,21.24004,33.66937,1523.406,23.41756,4.457123E-03,1.122621E-02,
,3,21.14467,33.65528,1523.142,23.43272,4.442825E-03,1.346553E-02,
,3.5,21.01626,33.64031,1522.787,23.45607,4.420638E-03,1.569564E-02,
,4,20.80729,33.63633,1522.223,23.5092,4.370058E-03,1.790559E-02,
,4.5,20.38127,33.633,1521.06,23.61987,4.264579E-03,2.008402E-02,
,5,19.89206,33.56062,1519.636,23.69354,4.194471E-03,2.221198E-02,
,5.5,19.57221,33.56741,1518.756,23.78159,4.110549E-03,2.430156E-02,
,6,19.44978,33.57328,1518.426,23.8176,4.076433E-03,2.636199E-02,
,6.5,19.25664,33.55587,1517.868,23.85366,4.042133E-03,2.840473E-02,
,7,19.02664,33.54641,1517.211,23.90483,3.993483E-03,3.042543E-02,
,7.5,18.83092,33.53467,1516.647,23.94528,3.955043E-03,3.242698E-02,
,8,18.66145,33.51072,1516.141,23.96944,3.932164E-03,3.441264E-02,
,8.5,18.29719,33.49705,1515.078,24.04939,3.856055E-03,3.637373E-02,
,9,17.87278,33.48639,1513.831,24.14499,3.765004E-03,3.828939E-02,
,9.5,17.61976,33.47874,1513.085,24.20036,.0037124,.0401716,
,10,17.43611,33.47013,1512.538,24.23781,3.676801E-03,4.202903E-02,
,10.5,17.26876,33.4627,1512.038,24.27207,3.64422E-03,4.387364E-02,
,11,17.11791,33.45676,1511.588,24.30323,3.61464E-03,4.570178E-02,
,11.5,16.84432,33.44338,1510.756,24.35719,3.563371E-03,4.750976E-02,
,12,16.4077,33.4364,1509.427,24.45286,3.472313E-03,4.927762E-02,
,12.5,15.85791,33.43917,1507.741,24.57961,3.351578E-03,5.099016E-02,
,13,15.43382,33.44299,1506.435,24.67748,3.258407E-03,5.265759E-02,
,13.5,15.2086,33.44107,1505.733,24.72556,3.212678E-03,5.428759E-02,
,14,15.10882,33.44032,1505.425,24.74684,3.192552E-03,5.589892E-02,
,14.5,15.01938,33.44413,1505.154,24.76917,3.171459E-03,5.750193E-02,
,15,14.95992,33.44981,1504.98,24.78653,3.155034E-03,5.909443E-02,
,15.5,14.90518,33.45165,1504.817,24.79976,3.142576E-03,6.067947E-02,
,16,14.78447,33.44674,1504.435,24.82188,3.121582E-03,6.225672E-02,
,16.5,14.57467,33.44359,1503.768,24.86432,3.081273E-03,6.381635E-02,
,17,14.39986,33.43691,1503.207,24.89634,3.050816E-03,6.535991E-02,
,17.5,14.29814,33.44022,1502.891,24.92033,3.02809E-03,6.689016E-02,
,18,14.21913,33.45053,1502.655,24.94489,3.00489E-03,6.840851E-02,
,18.5,14.16365,33.47443,1502.512,24.97492,2.976533E-03,6.991573E-02,
,19,14.06048,33.47799,1502.19,24.99915,2.953457E-03,7.140758E-02,
,19.5,13.93151,33.47587,1501.775,25.02424,2.929639E-03,7.288764E-02,
,20,13.84898,33.47385,1501.512,25.03972,2.915087E-03,7.435931E-02,
,20.5,13.81738,33.47102,1501.414,25.04408,2.911012E-03,.0758259,
,21,13.7728,33.4747,1501.28,25.05611,2.899691E-03,7.728804E-02,
,21.5,13.73251,33.47802,1501.161,25.06695,2.889463E-03,7.874561E-02,
,22,13.70122,33.47757,1501.066,25.07297,2.883922E-03,8.019865E-02,
,22.5,13.65563,33.4795,1500.927,25.08376,2.873656E-03,8.164793E-02,
,23,13.58268,33.48285,1500.699,25.10123,2.857193E-03,8.308945E-02,
,23.5,13.51671,33.48709,1500.495,25.11792,2.841435E-03,8.452401E-02,
,24,13.46325,33.48847,1500.329,25.12984,2.830188E-03,8.595183E-02,
,24.5,13.41811,33.48724,1500.187,25.13806,2.822517E-03,8.737465E-02,
,25,13.3598,33.48561,1500,25.14858,2.812627E-03,8.879315E-02,
,25.5,13.27496,33.48368,1499.725,25.16417,2.797809E-03,9.020557E-02,
,26,13.18862,33.4835,1499.446,25.18127,2.781613E-03,9.161098E-02,
,26.5,13.1001,33.48386,1499.16,25.19919,2.764728E-03,9.300568E-02,
,27,13.03527,33.48433,1498.953,25.21242,2.752251E-03,9.439433E-02,
,27.5,12.99211,33.48461,1498.818,25.22118,2.743985E-03,9.577864E-02,
,28,12.97428,33.48381,1498.765,25.22414,2.741261E-03,9.715951E-02,
,28.5,12.93991,33.48144,1498.656,25.22902,2.736727E-03,9.853829E-02,
,29,12.87519,33.48133,1498.448,25.24173,2.724723E-03,9.991359E-02,
,29.5,12.82854,33.48107,1498.299,25.25072,2.716247E-03,.1012826,
,30,12.79149,33.48197,1498.184,25.25866,2.708822E-03,.1026482,
,30.5,12.75286,33.48337,1498.064,25.26729,2.70076E-03,.1040104,
,31,12.6891,33.48378,1497.859,25.28011,2.688695E-03,.1053674,
,31.5,12.59952,33.48607,1497.568,25.29929,2.670505E-03,.1067161,
,32,12.50037,33.48905,1497.245,25.32078,2.650108E-03,.1080544,
,32.5,12.40844,33.4917,1496.945,25.34057,2.631364E-03,.109385,
,33,12.34311,33.49367,1496.734,25.35464,2.618067E-03,.1107068,
,33.5,12.29603,33.49235,1496.58,25.36263,2.61047E-03,.112023,
,34,12.23597,33.49308,1496.385,25.37463,2.599153E-03,.1133348,
,34.5,12.16398,33.49384,1496.149,25.38898,2.585698E-03,.1146399,
,35,12.09739,33.49374,1495.93,25.40149,2.573912E-03,.1159385,
,35.5,11.99627,33.49508,1495.594,25.4216,2.554794E-03,.1172289,
,36,11.89762,33.49808,1495.267,25.44245,2.53502E-03,.1185103,
,36.5,11.8295,33.50329,1495.047,25.45922,2.519178E-03,.1197829,
,37,11.77552,33.50788,1494.875,25.47285,2.506279E-03,.1210479,
,37.5,11.70777,33.50947,1494.652,25.48671,2.493121E-03,.1223067,
,38,11.63441,33.51167,1494.409,25.50204,2.478619E-03,.1235586,
,38.5,11.55143,33.51788,1494.138,25.52209,2.459576E-03,.1248017,
,39,11.47466,33.52332,1493.887,25.54035,2.442325E-03,.1260356,
,39.5,11.46393,33.52778,1493.863,25.54586,2.437205E-03,.1272642,
,40,11.4602,33.5262,1493.856,25.54525,2.437975E-03,.1284915,
,40.5,11.4587,33.52673,1493.86,25.54593,2.437408E-03,.1297189,
,41,11.45707,33.52828,1493.865,25.54748,2.436014E-03,.1309457,
